Timestamp,Epoch,Loss
2026-08-23 19:30:54,1,22.3941
2026-08-23 19:30:59,2,21.2584
2026-08-23 19:31:03,3,21.2259
2026-08-23 19:31:08,4,21.2602
2026-08-23 19:31:13,5,20.9302
2026-08-23 19:31:18,6,21.2473
2026-08-23 19:31:23,7,20.7499
2026-08-23 19:31:28,8,21.0164
2026-08-23 19:31:32,9,21.1695
2026-08-23 19:31:37,10,20.9727
